,Date.Time..GMT.07.00,DO_mgL,Temp_C,X.,datetime,Site,date
51,5/11/2023 5:24,12.11,11.16,NA,5/11/2023 5:24,Chelsea,5/11/2023
52,5/11/2023 5:39,12.05,11.42,NA,5/11/2023 5:39,Chelsea,5/11/2023
53,5/11/2023 5:54,12.3,11.8,NA,5/11/2023 5:54,Chelsea,5/11/2023
54,5/11/2023 6:09,12.38,12.06,NA,5/11/2023 6:09,Chelsea,5/11/2023
55,5/11/2023 6:24,12.35,12.2,NA,5/11/2023 6:24,Chelsea,5/11/2023
56,5/11/2023 6:39,11.66,12.14,NA,5/11/2023 6:39,Chelsea,5/11/2023
57,5/11/2023 6:54,12.36,12.06,NA,5/11/2023 6:54,Chelsea,5/11/2023
58,5/11/2023 7:09,12.06,12.08,NA,5/11/2023 7:09,Chelsea,5/11/2023
59,5/11/2023 7:24,11.05,11.26,NA,5/11/2023 7:24,Chelsea,5/11/2023
60,5/11/2023 7:39,10.9,10.9,NA,5/11/2023 7:39,Chelsea,5/11/2023
61,5/11/2023 7:54,11.12,11.04,NA,5/11/2023 7:54,Chelsea,5/11/2023
62,5/11/2023 8:09,11.21,10.78,NA,5/11/2023 8:09,Chelsea,5/11/2023
63,5/11/2023 8:24,11.37,10.66,NA,5/11/2023 8:24,Chelsea,5/11/2023
64,5/11/2023 8:39,11.32,10.64,NA,5/11/2023 8:39,Chelsea,5/11/2023
65,5/11/2023 8:54,11.3,10.64,NA,5/11/2023 8:54,Chelsea,5/11/2023
66,5/11/2023 9:09,11.49,10.64,NA,5/11/2023 9:09,Chelsea,5/11/2023
67,5/11/2023 9:24,11.75,10.72,NA,5/11/2023 9:24,Chelsea,5/11/2023
68,5/11/2023 9:39,11.8,10.74,NA,5/11/2023 9:39,Chelsea,5/11/2023
69,5/11/2023 9:54,11.93,10.84,NA,5/11/2023 9:54,Chelsea,5/11/2023
70,5/11/2023 10:09,12.82,12.14,NA,5/11/2023 10:09,Chelsea,5/11/2023
71,5/11/2023 10:24,12.72,12.68,NA,5/11/2023 10:24,Chelsea,5/11/2023
72,5/11/2023 10:39,12.75,12.82,NA,5/11/2023 10:39,Chelsea,5/11/2023
73,5/11/2023 10:54,13,12.9,NA,5/11/2023 10:54,Chelsea,5/11/2023
74,5/11/2023 11:09,13.12,13.04,NA,5/11/2023 11:09,Chelsea,5/11/2023
75,5/11/2023 11:24,13.27,13.16,NA,5/11/2023 11:24,Chelsea,5/11/2023
76,5/11/2023 11:39,13.38,13.3,NA,5/11/2023 11:39,Chelsea,5/11/2023
77,5/11/2023 11:54,13.51,13.4,NA,5/11/2023 11:54,Chelsea,5/11/2023
78,5/11/2023 12:09,13.62,13.46,NA,5/11/2023 12:09,Chelsea,5/11/2023
79,5/11/2023 12:24,13.71,13.64,NA,5/11/2023 12:24,Chelsea,5/11/2023
80,5/11/2023 12:39,13.66,13.86,NA,5/11/2023 12:39,Chelsea,5/11/2023
81,5/11/2023 12:54,13.66,13.78,NA,5/11/2023 12:54,Chelsea,5/11/2023
82,5/11/2023 13:09,13.25,13.52,NA,5/11/2023 13:09,Chelsea,5/11/2023
83,5/11/2023 13:24,12.97,13.36,NA,5/11/2023 13:24,Chelsea,5/11/2023
84,5/11/2023 13:39,12.73,12.68,NA,5/11/2023 13:39,Chelsea,5/11/2023
85,5/11/2023 13:54,12.89,12.66,NA,5/11/2023 13:54,Chelsea,5/11/2023
86,5/11/2023 14:09,14.18,14.54,NA,5/11/2023 14:09,Chelsea,5/11/2023
87,5/11/2023 14:24,12.2,16.74,NA,5/11/2023 14:24,Chelsea,5/11/2023
88,5/11/2023 14:39,12.22,17.74,NA,5/11/2023 14:39,Chelsea,5/11/2023
89,5/11/2023 14:54,11.82,18.64,NA,5/11/2023 14:54,Chelsea,5/11/2023
90,5/11/2023 15:09,11.94,19.22,NA,5/11/2023 15:09,Chelsea,5/11/2023
91,5/11/2023 15:24,9.37,20.48,NA,5/11/2023 15:24,Chelsea,5/11/2023
92,5/11/2023 15:39,9.16,22.2,NA,5/11/2023 15:39,Chelsea,5/11/2023
93,5/11/2023 15:54,8.95,23.62,NA,5/11/2023 15:54,Chelsea,5/11/2023
94,5/11/2023 16:09,8.74,25.2,NA,5/11/2023 16:09,Chelsea,5/11/2023
95,5/11/2023 16:24,8.42,27.4,NA,5/11/2023 16:24,Chelsea,5/11/2023
96,5/11/2023 16:39,8.42,28.42,NA,5/11/2023 16:39,Chelsea,5/11/2023
97,5/11/2023 16:54,8.29,29.74,NA,5/11/2023 16:54,Chelsea,5/11/2023
98,5/11/2023 17:09,8.19,31.08,NA,5/11/2023 17:09,Chelsea,5/11/2023
99,5/11/2023 17:24,7.95,32.28,NA,5/11/2023 17:24,Chelsea,5/11/2023
100,5/11/2023 17:39,7.99,31.78,NA,5/11/2023 17:39,Chelsea,5/11/2023
101,5/11/2023 17:54,8.08,31.44,NA,5/11/2023 17:54,Chelsea,5/11/2023
102,5/11/2023 18:09,7.93,31.48,NA,5/11/2023 18:09,Chelsea,5/11/2023
103,5/11/2023 18:24,9.52,32.06,NA,5/11/2023 18:24,Chelsea,5/11/2023
104,5/11/2023 18:39,12.94,19.74,NA,5/11/2023 18:39,Chelsea,5/11/2023
105,5/11/2023 18:54,13.39,18.36,NA,5/11/2023 18:54,Chelsea,5/11/2023
106,5/11/2023 19:09,12.56,17.38,NA,5/11/2023 19:09,Chelsea,5/11/2023
107,5/11/2023 19:24,12.41,16.62,NA,5/11/2023 19:24,Chelsea,5/11/2023
108,5/11/2023 19:39,13.12,15.62,NA,5/11/2023 19:39,Chelsea,5/11/2023
109,5/11/2023 19:54,13.49,15.84,NA,5/11/2023 19:54,Chelsea,5/11/2023
110,5/11/2023 20:09,13.58,15.86,NA,5/11/2023 20:09,Chelsea,5/11/2023
111,5/11/2023 20:24,13.45,15.06,NA,5/11/2023 20:24,Chelsea,5/11/2023
112,5/11/2023 20:39,13.78,14.56,NA,5/11/2023 20:39,Chelsea,5/11/2023
113,5/11/2023 20:54,13.92,14.72,NA,5/11/2023 20:54,Chelsea,5/11/2023
114,5/11/2023 21:09,13.41,13.96,NA,5/11/2023 21:09,Chelsea,5/11/2023
115,5/11/2023 21:24,13.19,12.86,NA,5/11/2023 21:24,Chelsea,5/11/2023
116,5/11/2023 21:39,13.08,12.4,NA,5/11/2023 21:39,Chelsea,5/11/2023
117,5/11/2023 21:54,12.71,12.2,NA,5/11/2023 21:54,Chelsea,5/11/2023
118,5/11/2023 22:09,12.63,11.96,NA,5/11/2023 22:09,Chelsea,5/11/2023
119,5/11/2023 22:24,12.49,11.88,NA,5/11/2023 22:24,Chelsea,5/11/2023
120,5/11/2023 22:39,12.32,11.84,NA,5/11/2023 22:39,Chelsea,5/11/2023
121,5/11/2023 22:54,12.25,11.78,NA,5/11/2023 22:54,Chelsea,5/11/2023
122,5/11/2023 23:09,12.14,11.74,NA,5/11/2023 23:09,Chelsea,5/11/2023
123,5/11/2023 23:24,12.2,11.72,NA,5/11/2023 23:24,Chelsea,5/11/2023
124,5/11/2023 23:39,12.35,11.7,NA,5/11/2023 23:39,Chelsea,5/11/2023
125,5/11/2023 23:54,12.17,11.56,NA,5/11/2023 23:54,Chelsea,5/11/2023
126,5/12/2023 0:09,12.08,11.38,NA,5/12/2023 0:09,Chelsea,5/12/2023
127,5/12/2023 0:24,12.02,11.3,NA,5/12/2023 0:24,Chelsea,5/12/2023
128,5/12/2023 0:39,11.92,11.22,NA,5/12/2023 0:39,Chelsea,5/12/2023
129,5/12/2023 0:54,11.73,11.14,NA,5/12/2023 0:54,Chelsea,5/12/2023
130,5/12/2023 1:09,11.9,11.1,NA,5/12/2023 1:09,Chelsea,5/12/2023
131,5/12/2023 1:24,11.62,11.04,NA,5/12/2023 1:24,Chelsea,5/12/2023
132,5/12/2023 1:39,11.63,10.96,NA,5/12/2023 1:39,Chelsea,5/12/2023
133,5/12/2023 1:54,11.66,10.9,NA,5/12/2023 1:54,Chelsea,5/12/2023
134,5/12/2023 2:09,11.57,10.88,NA,5/12/2023 2:09,Chelsea,5/12/2023
135,5/12/2023 2:24,11.62,10.86,NA,5/12/2023 2:24,Chelsea,5/12/2023
136,5/12/2023 2:39,11.63,10.86,NA,5/12/2023 2:39,Chelsea,5/12/2023
137,5/12/2023 2:54,11.59,10.84,NA,5/12/2023 2:54,Chelsea,5/12/2023
138,5/12/2023 3:09,11.62,10.82,NA,5/12/2023 3:09,Chelsea,5/12/2023
139,5/12/2023 3:24,11.58,10.82,NA,5/12/2023 3:24,Chelsea,5/12/2023
140,5/12/2023 3:39,11.62,10.82,NA,5/12/2023 3:39,Chelsea,5/12/2023
141,5/12/2023 3:54,11.59,10.82,NA,5/12/2023 3:54,Chelsea,5/12/2023
142,5/12/2023 4:09,11.6,10.82,NA,5/12/2023 4:09,Chelsea,5/12/2023
143,5/12/2023 4:24,11.59,10.84,NA,5/12/2023 4:24,Chelsea,5/12/2023
144,5/12/2023 4:39,11.6,10.86,NA,5/12/2023 4:39,Chelsea,5/12/2023
145,5/12/2023 4:54,11.63,10.88,NA,5/12/2023 4:54,Chelsea,5/12/2023
146,5/12/2023 5:09,11.59,10.9,NA,5/12/2023 5:09,Chelsea,5/12/2023
147,5/12/2023 5:24,11.64,10.9,NA,5/12/2023 5:24,Chelsea,5/12/2023
148,5/12/2023 5:39,11.67,10.92,NA,5/12/2023 5:39,Chelsea,5/12/2023
149,5/12/2023 5:54,12.14,11.32,NA,5/12/2023 5:54,Chelsea,5/12/2023
150,5/12/2023 6:09,11.93,11.36,NA,5/12/2023 6:09,Chelsea,5/12/2023
151,5/12/2023 6:24,12.01,11.44,NA,5/12/2023 6:24,Chelsea,5/12/2023
152,5/12/2023 6:39,12.07,11.62,NA,5/12/2023 6:39,Chelsea,5/12/2023
153,5/12/2023 6:54,12.14,12.14,NA,5/12/2023 6:54,Chelsea,5/12/2023
154,5/12/2023 7:09,12.32,12.34,NA,5/12/2023 7:09,Chelsea,5/12/2023
155,5/12/2023 7:24,12.17,12.56,NA,5/12/2023 7:24,Chelsea,5/12/2023
156,5/12/2023 7:39,12.38,12.48,NA,5/12/2023 7:39,Chelsea,5/12/2023
157,5/12/2023 7:54,11.28,12.36,NA,5/12/2023 7:54,Chelsea,5/12/2023
158,5/12/2023 8:09,10.79,12.08,NA,5/12/2023 8:09,Chelsea,5/12/2023
159,5/12/2023 8:24,11.42,11.54,NA,5/12/2023 8:24,Chelsea,5/12/2023
160,5/12/2023 8:39,11.39,11.36,NA,5/12/2023 8:39,Chelsea,5/12/2023
161,5/12/2023 8:54,11.43,11.26,NA,5/12/2023 8:54,Chelsea,5/12/2023
162,5/12/2023 9:09,11.3,11.26,NA,5/12/2023 9:09,Chelsea,5/12/2023
163,5/12/2023 9:24,11.24,11.16,NA,5/12/2023 9:24,Chelsea,5/12/2023
164,5/12/2023 9:39,11.33,11.1,NA,5/12/2023 9:39,Chelsea,5/12/2023
165,5/12/2023 9:54,11.47,11.14,NA,5/12/2023 9:54,Chelsea,5/12/2023
166,5/12/2023 10:09,11.52,11.16,NA,5/12/2023 10:09,Chelsea,5/12/2023
167,5/12/2023 10:24,11.44,11.2,NA,5/12/2023 10:24,Chelsea,5/12/2023
168,5/12/2023 10:39,12.17,11.22,NA,5/12/2023 10:39,Chelsea,5/12/2023
169,5/12/2023 10:54,11.97,11.32,NA,5/12/2023 10:54,Chelsea,5/12/2023
170,5/12/2023 11:09,12.08,11.38,NA,5/12/2023 11:09,Chelsea,5/12/2023
171,5/12/2023 11:24,11.85,11.5,NA,5/12/2023 11:24,Chelsea,5/12/2023
172,5/12/2023 11:39,11.55,11.5,NA,5/12/2023 11:39,Chelsea,5/12/2023
173,5/12/2023 11:54,12.49,11.56,NA,5/12/2023 11:54,Chelsea,5/12/2023
174,5/12/2023 12:09,12.76,11.62,NA,5/12/2023 12:09,Chelsea,5/12/2023
175,5/12/2023 12:24,12.81,11.92,NA,5/12/2023 12:24,Chelsea,5/12/2023
176,5/12/2023 12:39,13.45,12.48,NA,5/12/2023 12:39,Chelsea,5/12/2023
177,5/12/2023 12:54,13.39,12.5,NA,5/12/2023 12:54,Chelsea,5/12/2023
178,5/12/2023 13:09,13.15,12.44,NA,5/12/2023 13:09,Chelsea,5/12/2023
179,5/12/2023 13:24,13.01,12.38,NA,5/12/2023 13:24,Chelsea,5/12/2023
180,5/12/2023 13:39,12.61,12.3,NA,5/12/2023 13:39,Chelsea,5/12/2023
181,5/12/2023 13:54,12.32,12.06,NA,5/12/2023 13:54,Chelsea,5/12/2023
182,5/12/2023 14:09,12.33,11.92,NA,5/12/2023 14:09,Chelsea,5/12/2023
183,5/12/2023 14:24,12.53,11.86,NA,5/12/2023 14:24,Chelsea,5/12/2023
184,5/12/2023 14:39,12.53,11.92,NA,5/12/2023 14:39,Chelsea,5/12/2023
185,5/12/2023 14:54,12.67,12,NA,5/12/2023 14:54,Chelsea,5/12/2023
186,5/12/2023 15:09,12.81,12.06,NA,5/12/2023 15:09,Chelsea,5/12/2023
187,5/12/2023 15:24,13.1,12.12,NA,5/12/2023 15:24,Chelsea,5/12/2023
188,5/12/2023 15:39,14.7,13.22,NA,5/12/2023 15:39,Chelsea,5/12/2023
189,5/12/2023 15:54,13.42,15.82,NA,5/12/2023 15:54,Chelsea,5/12/2023
190,5/12/2023 16:09,13.91,15.86,NA,5/12/2023 16:09,Chelsea,5/12/2023
191,5/12/2023 16:24,14.91,16.3,NA,5/12/2023 16:24,Chelsea,5/12/2023
192,5/12/2023 16:39,14.35,18.38,NA,5/12/2023 16:39,Chelsea,5/12/2023
193,5/12/2023 16:54,8.82,22.04,NA,5/12/2023 16:54,Chelsea,5/12/2023
194,5/12/2023 17:09,8.31,25.68,NA,5/12/2023 17:09,Chelsea,5/12/2023
195,5/12/2023 17:24,7.99,28,NA,5/12/2023 17:24,Chelsea,5/12/2023
196,5/12/2023 17:39,7.78,29.66,NA,5/12/2023 17:39,Chelsea,5/12/2023
197,5/12/2023 17:54,7.47,31.5,NA,5/12/2023 17:54,Chelsea,5/12/2023
198,5/12/2023 18:09,7.41,32.4,NA,5/12/2023 18:09,Chelsea,5/12/2023
199,5/12/2023 18:24,7.39,32.64,NA,5/12/2023 18:24,Chelsea,5/12/2023
200,5/12/2023 18:39,7.5,31.06,NA,5/12/2023 18:39,Chelsea,5/12/2023
201,5/12/2023 18:54,8.14,26.32,NA,5/12/2023 18:54,Chelsea,5/12/2023
202,5/12/2023 19:09,8.64,23.7,NA,5/12/2023 19:09,Chelsea,5/12/2023
203,5/12/2023 19:24,13.38,17.78,NA,5/12/2023 19:24,Chelsea,5/12/2023
204,5/12/2023 19:39,13.64,16.9,NA,5/12/2023 19:39,Chelsea,5/12/2023
205,5/12/2023 19:54,13.92,16.14,NA,5/12/2023 19:54,Chelsea,5/12/2023
206,5/12/2023 20:09,14.29,16.04,NA,5/12/2023 20:09,Chelsea,5/12/2023
207,5/12/2023 20:24,14.12,16,NA,5/12/2023 20:24,Chelsea,5/12/2023
208,5/12/2023 20:39,14.12,16.04,NA,5/12/2023 20:39,Chelsea,5/12/2023
209,5/12/2023 20:54,13.47,16.02,NA,5/12/2023 20:54,Chelsea,5/12/2023
210,5/12/2023 21:09,13.67,15.98,NA,5/12/2023 21:09,Chelsea,5/12/2023
211,5/12/2023 21:24,13.41,16.08,NA,5/12/2023 21:24,Chelsea,5/12/2023
212,5/12/2023 21:39,14.18,15.96,NA,5/12/2023 21:39,Chelsea,5/12/2023
213,5/12/2023 21:54,13.84,17.08,NA,5/12/2023 21:54,Chelsea,5/12/2023
214,5/12/2023 22:09,12.9,14.2,NA,5/12/2023 22:09,Chelsea,5/12/2023
215,5/12/2023 22:24,12.98,12.98,NA,5/12/2023 22:24,Chelsea,5/12/2023
216,5/12/2023 22:39,13.19,12.96,NA,5/12/2023 22:39,Chelsea,5/12/2023
217,5/12/2023 22:54,13.13,12.88,NA,5/12/2023 22:54,Chelsea,5/12/2023
218,5/12/2023 23:09,13.25,12.66,NA,5/12/2023 23:09,Chelsea,5/12/2023
219,5/12/2023 23:24,13.08,12.58,NA,5/12/2023 23:24,Chelsea,5/12/2023
220,5/12/2023 23:39,12.88,12.34,NA,5/12/2023 23:39,Chelsea,5/12/2023
221,5/12/2023 23:54,12.53,12.24,NA,5/12/2023 23:54,Chelsea,5/12/2023
222,5/13/2023 0:09,12.2,12.12,NA,5/13/2023 0:09,Chelsea,5/13/2023
223,5/13/2023 0:24,12.12,11.94,NA,5/13/2023 0:24,Chelsea,5/13/2023
224,5/13/2023 0:39,11.85,11.74,NA,5/13/2023 0:39,Chelsea,5/13/2023
225,5/13/2023 0:54,11.79,11.66,NA,5/13/2023 0:54,Chelsea,5/13/2023
226,5/13/2023 1:09,11.88,11.72,NA,5/13/2023 1:09,Chelsea,5/13/2023
227,5/13/2023 1:24,12.11,11.6,NA,5/13/2023 1:24,Chelsea,5/13/2023
228,5/13/2023 1:39,11.92,11.48,NA,5/13/2023 1:39,Chelsea,5/13/2023
229,5/13/2023 1:54,11.91,11.36,NA,5/13/2023 1:54,Chelsea,5/13/2023
230,5/13/2023 2:09,11.89,11.28,NA,5/13/2023 2:09,Chelsea,5/13/2023
231,5/13/2023 2:24,11.83,11.22,NA,5/13/2023 2:24,Chelsea,5/13/2023
232,5/13/2023 2:39,11.89,11.22,NA,5/13/2023 2:39,Chelsea,5/13/2023
233,5/13/2023 2:54,11.83,11.18,NA,5/13/2023 2:54,Chelsea,5/13/2023
234,5/13/2023 3:09,11.82,11.16,NA,5/13/2023 3:09,Chelsea,5/13/2023
235,5/13/2023 3:24,11.75,11.1,NA,5/13/2023 3:24,Chelsea,5/13/2023
236,5/13/2023 3:39,11.76,11.06,NA,5/13/2023 3:39,Chelsea,5/13/2023
237,5/13/2023 3:54,11.72,11.06,NA,5/13/2023 3:54,Chelsea,5/13/2023
238,5/13/2023 4:09,11.81,11.1,NA,5/13/2023 4:09,Chelsea,5/13/2023
239,5/13/2023 4:24,11.79,11.12,NA,5/13/2023 4:24,Chelsea,5/13/2023
240,5/13/2023 4:39,11.77,11.12,NA,5/13/2023 4:39,Chelsea,5/13/2023
241,5/13/2023 4:54,11.73,11.1,NA,5/13/2023 4:54,Chelsea,5/13/2023
242,5/13/2023 5:09,11.75,11.08,NA,5/13/2023 5:09,Chelsea,5/13/2023
243,5/13/2023 5:24,11.78,11.1,NA,5/13/2023 5:24,Chelsea,5/13/2023
244,5/13/2023 5:39,11.82,11.12,NA,5/13/2023 5:39,Chelsea,5/13/2023
245,5/13/2023 5:54,11.76,11.18,NA,5/13/2023 5:54,Chelsea,5/13/2023
246,5/13/2023 6:09,12.03,11.52,NA,5/13/2023 6:09,Chelsea,5/13/2023
247,5/13/2023 6:24,12.4,12.02,NA,5/13/2023 6:24,Chelsea,5/13/2023
248,5/13/2023 6:39,12.74,12.48,NA,5/13/2023 6:39,Chelsea,5/13/2023
249,5/13/2023 6:54,12.95,13,NA,5/13/2023 6:54,Chelsea,5/13/2023
250,5/13/2023 7:09,13.03,13.1,NA,5/13/2023 7:09,Chelsea,5/13/2023
251,5/13/2023 7:24,13.23,13.34,NA,5/13/2023 7:24,Chelsea,5/13/2023
252,5/13/2023 7:39,13.25,13.52,NA,5/13/2023 7:39,Chelsea,5/13/2023
253,5/13/2023 7:54,13.32,13.62,NA,5/13/2023 7:54,Chelsea,5/13/2023
254,5/13/2023 8:09,13.39,13.76,NA,5/13/2023 8:09,Chelsea,5/13/2023
255,5/13/2023 8:24,13.37,13.94,NA,5/13/2023 8:24,Chelsea,5/13/2023
256,5/13/2023 8:39,13.09,14.12,NA,5/13/2023 8:39,Chelsea,5/13/2023
257,5/13/2023 8:54,12.82,14.12,NA,5/13/2023 8:54,Chelsea,5/13/2023
258,5/13/2023 9:09,11.95,13.02,NA,5/13/2023 9:09,Chelsea,5/13/2023
259,5/13/2023 9:24,12.23,12.46,NA,5/13/2023 9:24,Chelsea,5/13/2023
260,5/13/2023 9:39,12.04,12.08,NA,5/13/2023 9:39,Chelsea,5/13/2023
261,5/13/2023 9:54,12.08,12.96,NA,5/13/2023 9:54,Chelsea,5/13/2023
262,5/13/2023 10:09,12.81,12.32,NA,5/13/2023 10:09,Chelsea,5/13/2023
263,5/13/2023 10:24,12.14,11.76,NA,5/13/2023 10:24,Chelsea,5/13/2023
264,5/13/2023 10:39,12.18,11.5,NA,5/13/2023 10:39,Chelsea,5/13/2023
265,5/13/2023 10:54,12.4,11.52,NA,5/13/2023 10:54,Chelsea,5/13/2023
266,5/13/2023 11:09,12.58,11.8,NA,5/13/2023 11:09,Chelsea,5/13/2023
267,5/13/2023 11:24,12.46,11.84,NA,5/13/2023 11:24,Chelsea,5/13/2023
268,5/13/2023 11:39,12.71,11.84,NA,5/13/2023 11:39,Chelsea,5/13/2023
269,5/13/2023 11:54,13.05,11.84,NA,5/13/2023 11:54,Chelsea,5/13/2023
270,5/13/2023 12:09,13.05,11.76,NA,5/13/2023 12:09,Chelsea,5/13/2023
271,5/13/2023 12:24,13.1,11.78,NA,5/13/2023 12:24,Chelsea,5/13/2023
272,5/13/2023 12:39,13.22,11.8,NA,5/13/2023 12:39,Chelsea,5/13/2023
273,5/13/2023 12:54,13.55,11.84,NA,5/13/2023 12:54,Chelsea,5/13/2023
274,5/13/2023 13:09,13.54,12.02,NA,5/13/2023 13:09,Chelsea,5/13/2023
275,5/13/2023 13:24,14.04,12.24,NA,5/13/2023 13:24,Chelsea,5/13/2023
276,5/13/2023 13:39,14.27,12.32,NA,5/13/2023 13:39,Chelsea,5/13/2023
277,5/13/2023 13:54,14.92,12.24,NA,5/13/2023 13:54,Chelsea,5/13/2023
278,5/13/2023 14:09,14.96,12.28,NA,5/13/2023 14:09,Chelsea,5/13/2023
279,5/13/2023 14:24,13.53,12.56,NA,5/13/2023 14:24,Chelsea,5/13/2023
280,5/13/2023 14:39,13.79,13.02,NA,5/13/2023 14:39,Chelsea,5/13/2023
281,5/13/2023 14:54,13.71,13.58,NA,5/13/2023 14:54,Chelsea,5/13/2023
282,5/13/2023 15:09,14.84,14.6,NA,5/13/2023 15:09,Chelsea,5/13/2023
283,5/13/2023 15:24,15.55,14.78,NA,5/13/2023 15:24,Chelsea,5/13/2023
284,5/13/2023 15:39,14.58,17.16,NA,5/13/2023 15:39,Chelsea,5/13/2023
285,5/13/2023 15:54,14.5,18.7,NA,5/13/2023 15:54,Chelsea,5/13/2023
286,5/13/2023 16:09,14.44,19.24,NA,5/13/2023 16:09,Chelsea,5/13/2023
287,5/13/2023 16:24,14.64,19.44,NA,5/13/2023 16:24,Chelsea,5/13/2023
288,5/13/2023 16:39,14.35,19.7,NA,5/13/2023 16:39,Chelsea,5/13/2023
289,5/13/2023 16:54,15.71,19.44,NA,5/13/2023 16:54,Chelsea,5/13/2023
290,5/13/2023 17:09,15.9,18.68,NA,5/13/2023 17:09,Chelsea,5/13/2023
